,industry_x,pe,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,labels_result,index,code,name,industry_y
755,53,23.91,0.09,0.046,1.39,1.58,20120423,6.73,0.31,-8.79,199.7,15.92,4.19,73718.0,12,601388,601388,怡球资源,铝
756,28,7.03,1.62,0.35,7.3,0.67,20040602,58.01,3.65,-16.88,-23.05,15.97,6.15,59970.0,0,600997,600997,开滦股份,煤炭开采
757,42,18.02,2.1,0.21100000000000002,4.73,1.61,20150626,7.65,1.42,-15.44,38.58,39.6,25.74,25444.0,1,002776,002776,柏堡龙,服饰
758,10,7.68,2.12,0.46,7.33,0.96,19931118,55.52,3.76,14.0,2.67,20.41,5.87,90873.0,0,000528,000528,柳 工,工程机械
759,60,16.04,1.7,0.591,6.51,2.91,19960422,52.32,3.38,-39.78,231.98,44.93,256.73,140453.0,8,600895,600895,张江高科,园区开发
760,61,18.4,1.06,0.51,3.98,4.71,20101102,115.71,1.84,27.32,206.55,21.09,6.38,14022.0,12,002493,002493,荣盛石化,化纤
761,28,14.17,1.47,0.20800000000000002,4.28,1.38,20010531,17.14,1.04,-15.62,-44.67,29.32,12.4,40199.0,3,600395,600395,盘江股份,煤炭开采
762,19,23.52,5.04,0.467,10.7,2.05,20090818,117.16,2.54,7.75,33.74,0.0,34.08,112303.0,7,601788,601788,光大证券,证券
763,25,17.44,4.42,0.6579999999999999,8.9,2.58,20150527,6.15,3.27,230.11,277.28,49.28,19.06,15429.0,5,300462,300462,华铭智能,专用机械
764,36,20.5,2.23,0.23399999999999999,5.82,1.65,20091103,31.18,2.47,-9.21,-3.13,10.81,3.08,73469.0,1,002302,002302,西部建设,水泥
765,19,18.11,2.49,0.35,7.18,1.77,20170123,207.5,2.05,52.2,36.9,0.0,31.68,93648.0,1,601881,601881,中国银河,证券
766,25,19.03,1.84,0.29100000000000004,5.05,2.19,20170911,7.48,1.82,-18.17,-20.43,45.97,17.81,22314.0,1,603277,603277,银都股份,专用机械
767,55,11.18,2.87,0.23600000000000002,11.85,0.44,19990618,66.25,6.88,-38.63,-45.26,20.45,7.16,42883.0,0,000926,000926,福星股份,区域地产
768,6,21.84,1.0,0.24100000000000002,3.89,2.71,20091222,14.41,1.64,-5.59,48.83,28.47,13.3,94133.0,1,002326,002326,永太科技,化工原料
769,29,8.66,0.83,0.303,5.41,0.97,20190301,105.17,2.37,-0.79,1.12,0.0,40.05,87413.0,0,600928,600928,西安银行,银行
770,47,19.95,1.89,0.315,5.34,2.35,20170123,6.6,2.17,-6.83,-15.87,25.37,10.98,19693.0,1,300599,300599,雄塑科技,塑料
771,55,7.34,0.35,0.214,2.65,1.19,19970408,42.9,1.41,7.17,4.54,63.5,35.27,65608.0,8,000718,000718,苏宁环球,区域地产
772,25,18.69,1.2,0.308,4.89,2.35,20170420,9.71,2.42,5.35,4.96,33.04,13.12,17856.0,1,603081,603081,大丰实业,专用机械
773,41,19.34,2.87,0.32,4.81,2.49,20040715,11.82,1.63,-11.73,-30.95,62.31,13.71,40468.0,8,002020,002020,京新药业,化学制药
774,19,17.04,3.09,0.35100000000000003,7.76,1.54,20180205,61.1,2.33,4.42,8.17,0.0,44.08,132659.0,7,002926,002926,华西证券,证券
775,39,22.3,2.32,0.267,4.64,2.57,20040427,12.57,1.14,-24.96,70.66,13.67,16.29,155994.0,3,600410,600410,华胜天成,软件服务
776,19,17.12,2.15,0.242,5.31,1.56,20101013,79.61,1.19,17.74,21.45,0.0,19.53,226440.0,3,601377,601377,兴业证券,证券
777,35,21.6,0.26,0.11900000000000001,3.9,1.32,20110610,27.45,2.37,7.81,36.1,17.23,4.11,50400.0,1,002588,002588,史丹利,农药化肥
778,35,14.77,4.63,0.611,11.5,1.57,20150513,24.37,5.24,4.55,10.25,33.75,16.06,20091.0,7,603599,603599,广信股份,农药化肥
779,35,19.89,1.55,0.48700000000000004,6.51,2.98,20080708,18.57,3.54,14.44,60.11,26.75,10.87,24913.0,1,002258,002258,利尔化学,农药化肥
780,40,23.69,3.9,0.07,3.93,1.68,19970528,-20.13,-1.88,2.48,63.25,3.68,0.54,59922.0,3,600058,600058,五矿发展,商贸代理
781,29,10.19,0.81,0.19899999999999998,3.77,1.08,20190103,18.68,0.51,2.53,1.95,0.0,29.56,87385.0,1,601860,601860,紫金银行,银行
782,95,22.57,1.25,0.59,5.78,4.57,20170208,3.32,3.56,12.13,118.94,50.45,24.59,10636.0,8,300606,300606,金太阳,矿物制品
783,19,16.86,4.33,0.48,11.4,1.24,19940224,406.82,3.11,0.3,-0.78,0.0,30.83,301309.0,4,600837,600837,海通证券,证券
784,0,23.66,0.85,0.373,5.2,3.39,20200730,8.34,1.87,0.0,0.0,29.62,10.27,48734.0,1,603408,603408,建霖家居,家居用品
785,6,15.06,3.56,0.8859999999999999,10.34,2.58,20190627,7.33,5.24,13.12,48.12,22.67,11.59,17593.0,7,603867,603867,新化股份,化工原料
786,29,9.41,0.69,0.267,4.51,1.12,20190326,70.52,1.27,17.45,4.81,0.0,29.42,114335.0,0,002958,002958,青农商行,银行
787,59,14.99,0.86,0.652,6.98,2.8,20151102,297.84,4.67,18.2,200.33,23.08,11.55,124546.0,12,300498,300498,温氏股份,农业综合
788,6,16.33,1.37,0.275,4.37,2.06,20110511,8.18,1.92,1.88,66.2,20.28,10.58,14008.0,1,300214,300214,日科化学,化工原料
789,84,24.62,0.64,0.061,2.41,1.24,19970626,6.76,0.68,-9.84,35.63,17.91,5.03,63219.0,12,000753,000753,漳州发展,汽车服务
790,35,8.77,2.51,0.84,6.17,2.33,20150127,9.05,2.43,144.2,53.47,27.58,11.48,21851.0,0,002734,002734,利民股份,农药化肥
791,19,22.51,3.54,0.285,7.46,1.72,20150226,40.68,1.47,33.82,-9.0,0.0,31.12,96831.0,7,601198,601198,东兴证券,证券
792,36,11.7,0.91,1.08,9.94,2.53,19940103,159.2,7.59,-12.67,-28.79,38.98,17.92,101214.0,0,600801,600801,华新水泥,水泥
793,43,19.4,0.34,0.253,4.31,2.27,20100506,19.7,2.85,1.96,-15.14,25.87,11.58,19776.0,1,002398,002398,垒知集团,其他建材
794,9,11.77,2.33,0.248,4.93,1.19,19960308,8.1,1.02,-3.16,113.21,22.8,6.35,49123.0,3,000589,000589,贵州轮胎,汽车配件
795,38,13.32,0.21,0.16399999999999998,3.18,1.37,19990824,22.33,1.47,-5.16,-10.45,19.0,5.63,105513.0,3,600210,600210,紫江企业,广告包装
796,6,24.83,0.72,0.638,7.85,4.04,20110707,30.63,5.48,-7.53,-11.11,30.94,19.51,23295.0,1,002597,002597,金禾实业,化工原料
797,25,24.57,2.1,0.37,4.65,3.82,20170524,4.33,1.28,13.44,50.85,57.89,13.8,10864.0,1,603855,603855,华荣股份,专用机械
798,53,20.07,2.48,0.131,4.42,1.19,19960215,8.43,0.82,4.19,47.92,13.3,5.72,59334.0,3,600888,600888,新疆众和,铝
799,15,19.24,2.04,0.42200000000000004,4.98,3.26,20091030,5.26,1.8,0.43,42.27,35.08,13.63,32719.0,1,300007,300007,汉威科技,电器仪表
800,12,16.42,0.6,0.131,1.16,3.7,20150515,-9.62,-0.27,-33.24,2.69,91.42,51.32,75430.0,8,300459,300459,金科文化,互联网
801,6,14.82,0.49,0.13,2.72,1.4,20040625,30.36,1.17,-8.01,20.64,31.17,12.68,86094.0,3,002002,002002,鸿达兴业,化工原料
802,6,22.47,1.3,0.201,4.22,2.14,20140702,5.08,1.75,0.98,18.28,37.52,17.15,10976.0,1,300387,300387,富邦股份,化工原料
803,78,5.79,2.5,0.66,7.52,0.94,20020523,160.9,3.38,36.77,520.04,37.49,29.78,92645.0,0,600026,600026,中远海能,水运
804,59,19.66,2.39,0.096,5.74,0.66,19940106,57.13,1.54,19.98,1.25,3.51,5.32,84223.0,3,600811,600811,东方集团,农业综合
805,39,23.81,4.02,0.23,6.22,1.74,20090929,9.24,1.34,-2.1,37.62,37.02,12.96,50745.0,7,002298,002298,中电兴发,软件服务
806,29,4.31,1.4,0.71,10.21,0.6,20160802,372.14,3.22,14.33,3.49,0.0,32.51,149892.0,0,600919,600919,江苏银行,银行
807,67,18.09,0.54,0.12,3.12,1.2,20100928,160.53,1.02,-25.58,-21.1,33.44,19.58,184088.0,12,601018,601018,宁波港,港口
808,61,11.84,2.62,0.79,5.56,3.34,20010820,132.23,1.88,59.11,37.2,19.45,8.19,42681.0,12,600346,600346,恒力石化,化纤
809,14,21.95,4.55,0.496,7.59,2.87,20030516,7.82,1.79,5.18,94.69,4.64,1.98,34695.0,7,600459,600459,贵研铂业,小金属
810,9,21.99,4.79,0.379,8.09,2.06,20150120,3.95,1.77,-10.44,-4.53,31.17,21.58,9018.0,7,603788,603788,宁波高发,汽车配件
811,28,20.63,1.29,0.11199999999999999,4.12,1.12,19990831,25.67,1.35,-5.87,-23.67,17.37,2.41,92600.0,3,000933,000933,神火股份,煤炭开采
812,37,9.34,1.68,0.222,5.97,0.69,19931220,44.57,1.97,2.51,42.45,8.21,6.64,59582.0,3,000543,000543,皖能电力,火力发电
813,26,14.99,0.71,0.22899999999999998,3.89,1.76,20091225,44.62,1.55,-3.2,10.68,22.48,10.33,26396.0,1,601139,601139,深圳燃气,供气供热
814,56,12.58,4.34,0.69,9.58,1.76,20101102,78.29,4.18,6.03,69.39,9.6,2.45,22793.0,7,600998,600998,九州通,医药商业
815,20,22.36,0.74,0.214,2.95,3.25,20180611,13.29,1.14,27.14,14.54,56.85,24.6,46399.0,1,601330,601330,绿色动力,环境保护
816,12,24.66,0.07,0.805,3.88,10.24,20110302,57.77,2.74,31.59,64.53,89.19,21.28,55993.0,6,002555,002555,三七互娱,互联网
817,35,10.86,6.11,1.386,10.83,2.78,20180917,4.72,4.07,32.45,94.12,32.64,18.34,8286.0,7,603810,603810,丰山集团,农药化肥
818,52,19.51,0.61,0.361,5.93,2.38,20061116,100.37,3.87,-3.23,5.61,23.72,8.98,47577.0,12,002078,002078,太阳纸业,造纸
819,12,22.14,2.28,0.215,3.94,2.42,20110728,67.7,0.91,12.02,36.02,54.33,20.63,173053.0,1,002602,002602,世纪华通,互联网
820,70,10.93,1.12,0.32799999999999996,5.81,1.23,20111130,73.64,2.89,-12.27,-5.89,40.95,15.38,55416.0,12,601928,601928,凤凰传媒,出版业
821,64,10.2,0.96,0.657,6.65,2.02,20140808,40.09,4.35,27.45,68.8,10.58,6.15,25102.0,0,603609,603609,禾丰牧业,饲料
822,35,22.04,1.28,0.556,8.96,2.73,20020620,101.08,6.21,-15.3,-30.93,22.59,15.08,36909.0,1,600426,600426,华鲁恒升,农药化肥
823,19,16.48,0.77,0.161,3.38,1.57,20150126,254.91,1.02,27.68,26.03,0.0,30.14,289637.0,4,000166,000166,申万宏源,证券
824,33,16.25,3.4,0.177,6.71,0.86,20110818,24.58,2.13,-11.52,-38.14,16.67,3.03,24385.0,7,601886,601886,江河集团,装修装饰
825,46,19.5,1.75,0.418,7.09,2.3,20010606,28.69,3.71,-6.88,-6.75,41.94,9.83,36165.0,8,600329,600329,中新药业,中成药
826,21,11.12,0.21,0.27699999999999997,7.07,0.87,19940204,173.49,4.62,-28.58,-34.48,37.72,11.35,45317.0,0,600823,600823,世茂股份,全国地产
827,83,5.8,5.14,1.4669999999999999,8.31,2.04,20000718,49.9,1.81,-22.99,246.58,29.51,104.27,55677.0,0,000987,000987,越秀金控,多元金融
828,23,24.68,3.62,0.42,6.92,2.51,20170310,7.94,2.75,32.5,-22.63,11.23,4.45,20786.0,7,002852,002852,道道全,食品
829,28,8.22,0.25,0.265,5.25,0.83,20000726,131.86,3.22,-16.43,-14.51,30.67,7.66,128573.0,0,000983,000983,西山煤电,煤炭开采
830,18,19.37,0.48,0.15,3.05,1.71,20020605,24.85,1.23,0.94,48.42,17.1,5.73,114324.0,3,600496,600496,精工钢构,钢加工
831,72,23.27,1.93,0.602,8.94,3.13,20001225,41.46,5.41,17.43,0.02,29.57,14.7,20594.0,12,600323,600323,瀚蓝环境,水务
832,24,18.36,2.83,0.267,5.71,1.72,19981203,5.48,1.49,10.82,117.94,12.71,4.55,48195.0,3,600218,600218,全柴动力,农用机械
833,41,23.81,0.47,0.268,4.95,2.58,20000420,92.36,3.44,9.86,34.75,39.62,12.22,29000.0,8,600299,600299,安迪苏,化学制药
834,87,20.56,1.95,1.07,14.44,3.08,20070109,1742.52,6.17,12.36,-18.79,0.0,5.94,148610.0,12,601628,601628,中国人寿,保险
835,42,14.2,0.34,0.21899999999999997,2.82,2.21,20001228,87.4,2.02,-24.43,-55.42,40.05,11.69,56817.0,8,600398,600398,海澜之家,服饰
836,15,24.26,5.57,0.736,10.84,3.29,20191106,6.36,3.97,-14.28,-2.95,50.88,37.83,15758.0,7,300800,300800,力合科技,电器仪表
837,71,16.76,1.51,0.369,6.37,1.94,19990713,46.09,3.38,11.27,-47.56,22.97,2.39,26983.0,12,000921,000921,海信家电,家用电器
838,24,20.84,1.23,0.19,3.39,2.07,20101231,41.64,1.07,-25.0,47.59,13.44,5.52,22574.0,1,002532,002532,新界泵业,农用机械
839,40,18.73,4.12,0.622,14.57,1.6,19960819,133.37,8.72,-8.7,26.65,18.52,11.64,73135.0,7,600739,600739,辽宁成大,商贸代理
840,85,14.95,0.19,0.095,2.4,1.18,20000526,72.81,1.07,4.91,-17.53,26.63,9.58,148664.0,12,600256,600256,广汇能源,石油开采
841,57,18.45,3.71,0.099,5.19,0.7,19991216,7.01,0.13,1.82,-43.81,9.83,1.55,99155.0,3,000959,000959,首钢股份,普钢
842,37,8.17,1.77,0.222,4.68,0.78,20131219,196.02,1.44,-13.82,20.6,14.53,13.55,171384.0,0,600023,600023,浙能电力,火力发电
843,35,17.6,0.03,0.36,2.72,4.58,20150320,6.45,1.5,6.73,7.92,48.6,25.24,9412.0,1,002749,002749,国光股份,农药化肥
844,95,15.81,1.57,0.32899999999999996,6.16,1.69,20061130,11.33,3.13,-14.28,-31.6,39.63,13.4,14273.0,12,002088,002088,鲁阳节能,矿物制品
845,19,17.34,2.46,0.285,6.84,1.44,19970227,49.73,2.12,-4.87,13.07,0.0,18.07,114244.0,3,000686,000686,东北证券,证券
846,20,23.72,3.07,0.16699999999999998,5.1,1.55,20000330,30.46,0.96,-8.1,-17.13,24.8,9.37,25826.0,3,000967,000967,盈峰环境,环境保护
847,12,4.16,0.47,3.18,7.38,3.53,20150121,74.58,6.36,-2.3,524.74,81.73,213.28,80897.0,6,300418,300418,昆仑万维,互联网
848,3,21.97,1.49,0.27699999999999997,5.49,2.21,20020606,40.56,3.1,-1.1,-40.72,25.74,6.08,64443.0,1,600580,600580,卧龙电驱,电气设备
849,11,22.58,1.22,0.09,3.14,1.0,20040906,9.83,0.8,-6.81,-36.47,29.1,8.28,40787.0,3,600979,600979,广安爱众,水力发电
850,12,16.18,1.02,0.55,6.15,2.84,20070925,38.86,4.24,45.49,21.54,38.77,19.66,80805.0,1,002174,002174,游族网络,互联网
851,28,7.81,0.51,0.391,8.75,0.7,20060922,144.71,4.84,-8.13,-26.32,34.35,9.92,74674.0,0,601699,601699,潞安环能,煤炭开采
852,19,24.0,1.65,0.111,3.37,1.58,19970709,17.43,0.32,31.36,55.62,0.0,24.71,187428.0,3,000750,000750,国海证券,证券
853,41,23.59,1.59,0.185,4.4,1.98,20000920,4.75,1.52,0.63,2.09,35.69,3.66,36750.0,3,000153,000153,丰原药业,化学制药
854,3,19.65,0.12,0.606,7.15,3.33,20040805,42.62,5.6,21.52,139.79,34.24,15.73,50778.0,1,002028,002028,思源电气,电气设备
855,17,23.48,2.1,0.303,6.54,2.17,20110329,13.61,3.33,-16.48,-15.0,29.65,13.66,8587.0,1,300196,300196,长海股份,玻璃
856,29,12.36,1.18,0.316,6.25,1.25,20160930,28.98,1.06,9.46,1.38,0.0,25.36,46529.0,1,601128,601128,常熟银行,银行
857,87,11.78,7.65,2.634,29.22,2.12,20111216,425.5,13.64,31.51,-22.07,0.0,6.93,76138.0,13,601336,601336,新华保险,保险
858,11,18.98,0.16,0.126,1.78,2.7,20000323,30.77,0.39,-11.28,-18.94,49.97,23.77,55103.0,8,600236,600236,桂冠电力,水力发电
859,9,22.98,2.27,0.20800000000000002,4.71,2.03,20100618,19.19,1.43,22.47,19.91,20.86,10.9,23724.0,1,002434,002434,万里扬,汽车配件
860,29,10.7,0.48,0.273,5.74,1.02,20170124,16.79,0.93,17.57,4.15,0.0,23.26,90720.0,0,002839,002839,张家港行,银行
861,28,6.35,2.7,0.764,8.95,1.08,20040428,96.8,4.46,8.4,-13.79,13.84,5.02,18389.0,0,600985,600985,淮北矿业,煤炭开采
862,23,21.33,2.17,0.2,3.94,2.17,19960731,14.79,0.69,35.82,43.28,13.53,4.92,128673.0,3,600737,600737,中粮糖业,食品
863,28,8.41,0.74,0.51,6.04,1.39,20140128,386.28,3.86,18.87,-15.08,33.71,12.87,45922.0,0,601225,601225,陕西煤业,煤炭开采
864,21,18.8,0.31,0.1,3.57,1.06,19970520,28.16,2.1,432.52,297.74,22.11,5.53,30204.0,5,600077,600077,宋都股份,全国地产
865,28,18.25,1.01,0.214,4.66,1.67,20000622,21.54,2.23,-28.17,-37.91,26.56,29.24,26266.0,3,000968,000968,蓝焰控股,煤炭开采
866,32,22.69,4.94,0.344,9.54,1.64,20171212,7.93,3.45,1.18,-11.75,41.18,14.16,15205.0,7,300732,300732,设研院,建筑工程
867,29,12.06,4.39,1.36,16.99,1.85,20070719,459.22,7.64,23.4,14.6,0.0,39.25,94005.0,7,002142,002142,宁波银行,银行
868,96,23.4,1.05,0.115,2.93,1.84,20110303,4.36,0.78,1.24,-4.77,26.88,8.6,35787.0,12,002559,002559,亚威股份,机床制造
869,6,24.53,1.85,0.368,5.88,3.07,20170213,3.63,2.41,-2.47,49.3,30.52,14.42,11700.0,1,300610,300610,晨化股份,化工原料
870,48,18.93,1.99,0.149,4.5,1.25,20040629,39.95,1.23,-7.73,-21.94,12.69,5.56,32405.0,3,002010,002010,传化智联,仓储物流
871,31,22.81,1.0,0.21,3.26,2.82,20110302,10.49,1.22,-5.73,22.54,6.59,1.96,38680.0,1,002556,002556,辉隆股份,其他商业
872,3,12.98,3.68,0.56,7.43,1.93,20150217,13.84,2.77,4.02,-1.33,29.67,14.52,18754.0,7,300423,300423,昇辉科技,电气设备
873,28,7.99,0.0,0.3,7.01,0.68,20030821,107.6,4.47,-1.39,-32.18,15.54,4.71,93387.0,0,600348,600348,阳泉煤业,煤炭开采
874,45,20.51,1.19,0.18600000000000003,4.61,1.66,20080116,47.66,2.44,12.01,-43.53,4.95,1.56,17831.0,12,002203,002203,海亮股份,铜
875,28,11.01,1.27,0.17300000000000001,5.9,0.65,19990909,108.1,3.06,-8.7,34.0,23.36,5.89,84302.0,3,000937,000937,冀中能源,煤炭开采
876,39,12.15,3.52,0.156,4.78,0.8,19960909,9.75,0.34,-3.19,225.72,7.74,0.3,102116.0,3,600751,600751,海航科技,软件服务
877,20,24.73,0.38,0.138,2.92,2.34,20110201,7.52,1.44,10.63,6.52,33.81,18.08,29714.0,1,300172,300172,中电环保,环境保护
878,28,4.89,0.05,0.94,11.36,0.81,19980701,453.89,9.34,3.43,-14.2,9.8,4.2,81403.0,0,600188,600188,兖州煤业,煤炭开采
879,47,24.35,3.57,0.363,6.48,2.73,20180730,2.21,1.65,23.33,7.01,31.5,16.2,10428.0,1,603657,603657,春光科技,塑料
880,42,16.91,4.48,0.358,7.16,1.69,20110530,5.66,0.99,-17.1,-36.75,59.32,18.31,19826.0,8,601566,601566,九牧王,服饰
881,48,9.53,2.29,0.28,4.9,1.2,19970604,33.14,1.54,30.01,18.11,1.66,0.41,59466.0,3,600057,600057,厦门象屿,仓储物流
882,6,17.7,0.46,0.18899999999999997,3.19,2.1,20160913,6.61,1.53,-22.47,-13.5,34.78,14.86,23765.0,1,603067,603067,振华股份,化工原料
883,9,9.55,3.36,1.32,16.77,1.5,19980924,123.1,12.2,49.76,5.55,17.9,20.11,59709.0,13,000581,000581,威孚高科,汽车配件
884,6,18.3,4.69,0.636,6.6,3.53,20110715,11.22,0.55,17.98,1.84,40.69,20.44,35701.0,7,002601,002601,龙蟒佰利,化工原料
885,25,20.78,2.87,0.752,8.7,3.59,20150422,10.37,4.36,23.28,121.88,40.33,29.5,23552.0,7,300443,300443,金雷股份,专用机械
886,92,18.57,1.64,0.11,-2.58,-2.57,20040830,-28.59,-5.42,73.79,376.67,4.51,1.29,28767.0,12,600961,600961,株冶集团,铅锌
887,21,17.58,5.59,0.253,6.23,1.43,20020806,8.86,0.23,-46.24,330.42,34.37,52.82,46822.0,7,600515,600515,海航基础,全国地产
888,18,13.24,2.25,0.336,5.77,1.54,20161219,8.74,2.18,1.36,-10.55,21.69,11.55,19792.0,1,603878,603878,武进不锈,钢加工
889,28,10.5,0.81,0.121,3.4,0.75,19940106,26.78,1.17,-6.92,0.12,27.02,14.63,42614.0,3,000552,000552,靖远煤电,煤炭开采
890,47,14.81,2.55,0.529,6.94,2.26,20171106,7.79,3.04,22.21,41.02,28.58,13.03,12762.0,1,603856,603856,东宏股份,塑料
891,0,23.1,1.82,0.34700000000000003,4.23,3.79,20150123,3.73,1.23,7.02,15.37,23.02,8.61,16555.0,1,603600,603600,永艺股份,家居用品
892,6,17.88,0.99,0.285,3.18,3.2,20190516,77.16,1.05,15.35,10.75,40.19,27.82,160669.0,1,600989,600989,宝丰能源,化工原料
893,62,18.52,0.62,0.2,5.13,1.45,19940809,11.26,2.99,-10.52,-25.29,26.57,20.68,33037.0,12,600865,600865,百大集团,百货
894,97,20.71,3.88,0.7190000000000001,10.6,2.81,20100205,53.8,5.62,28.66,37.78,37.17,20.76,46847.0,12,002353,002353,杰瑞股份,化工机械
895,28,6.6,1.32,0.735,8.83,1.1,20070418,112.17,5.84,1.78,2.76,33.32,14.56,46385.0,0,002128,002128,露天煤业,煤炭开采
896,35,14.27,0.43,0.7120000000000001,7.19,2.83,20010110,14.74,4.96,5.55,14.42,18.05,7.8,12898.0,0,600389,600389,江山股份,农药化肥
897,37,11.69,0.99,0.235,6.04,0.91,19930416,51.67,1.05,-53.14,-10.83,18.35,12.6,128333.0,3,600642,600642,申能股份,火力发电
898,48,23.6,1.61,0.258,6.22,1.96,20200924,8.03,1.85,0.0,0.0,6.51,4.55,76684.0,1,605050,605050,福然德,仓储物流
899,44,24.79,0.08,0.151,3.44,2.18,19921117,2.97,0.43,-19.43,17.03,51.86,550.11,87000.0,9,600620,600620,天宸股份,综合类
900,41,17.11,0.73,0.157,1.96,2.75,19990203,5.45,0.62,-18.05,119.81,59.61,24.53,68966.0,8,000908,000908,景峰医药,化学制药
901,9,6.98,1.68,0.5720000000000001,6.11,1.31,20170517,13.81,3.15,41.82,541.0,20.31,78.35,15008.0,0,603758,603758,秦安股份,汽车配件
902,6,21.91,1.53,0.34600000000000003,5.05,3.0,20161129,3.39,2.31,26.01,73.5,25.45,9.9,13967.0,1,002825,002825,纳尔股份,化工原料
903,3,16.6,3.63,0.306,9.56,1.06,19951010,145.42,4.66,12.48,30.79,18.98,5.54,111389.0,3,600875,600875,东方电气,电气设备
